aX,aY,aZ,gX,gY,gZ
0.11,-0.09,0.98,-6.71,0.26,-0.63
0.11,-0.1,0.99,-1.67,1.0,-0.79
0.11,-0.1,0.97,-0.87,1.38,-0.59
0.11,-0.1,0.97,1.11,0.53,-0.11
0.11,-0.07,0.99,-3.91,-1.01,-0.39
0.12,-0.08,0.99,-7.74,-0.83,-0.44
0.12,-0.09,0.98,-7.17,0.01,-0.17
0.12,-0.09,0.99,-5.27,0.49,-0.05
0.12,-0.09,1.0,-5.66,0.71,-0.19
0.12,-0.1,0.98,-5.5,0.23,-0.39
0.12,-0.1,0.98,-3.96,0.47,-0.31
0.12,-0.1,0.99,-6.76,0.85,-0.31
0.12,-0.1,0.99,-6.34,0.81,-0.34
0.12,-0.11,0.98,-5.18,0.49,-0.4
0.12,-0.11,0.98,-5.42,0.14,-0.53
0.12,-0.1,1.01,-7.04,1.31,-0.62
0.12,-0.11,0.99,-12.34,-0.19,-0.24
0.12,-0.14,0.95,-0.02,1.63,-0.22
0.11,-0.1,0.98,-0.76,0.74,0.02
0.11,-0.1,0.99,-8.45,0.47,-0.31
0.12,-0.12,1.0,-13.78,1.31,-0.35
0.12,-0.13,1.0,-13.19,1.7,-0.38
0.12,-0.13,0.98,-8.11,1.38,-0.34
0.11,-0.12,1.0,-8.45,0.53,-0.1
0.12,-0.14,0.99,-10.05,1.4,-0.48
0.12,-0.15,0.97,-5.84,0.7,-0.15
0.13,-0.12,0.99,-4.73,1.6,-0.34
0.12,-0.13,0.98,-10.73,1.33,-0.31
0.12,-0.15,0.97,-8.49,1.21,-0.39
0.11,-0.15,1.0,-8.28,1.21,-0.47
0.12,-0.15,0.99,-9.82,0.72,-0.55
0.12,-0.15,0.98,-7.31,1.4,-0.4
0.12,-0.15,0.99,-7.45,1.32,-0.35
0.12,-0.16,0.99,-8.66,1.52,-0.15
0.12,-0.17,0.97,-5.65,0.74,-0.16
0.12,-0.16,0.98,-4.55,1.26,-0.28
0.11,-0.16,0.98,-6.16,0.75,-0.44
0.11,-0.17,0.98,-7.5,0.67,-0.57
0.12,-0.18,0.98,-7.53,0.41,-0.55
0.12,-0.18,0.97,-5.52,0.34,-0.46
0.12,-0.17,0.98,-5.47,0.53,-0.38
0.12,-0.18,0.99,-6.79,1.82,-0.69
0.12,-0.17,0.99,-9.33,-0.26,-0.23
0.13,-0.19,0.96,-6.11,3.63,0.09
0.11,-0.18,0.98,-4.74,10.68,-0.46
0.1,-0.18,0.98,-10.89,2.55,0.31
0.11,-0.2,0.99,-12.15,2.27,-0.34
0.11,-0.2,0.96,-2.73,1.29,-0.31
0.11,-0.16,0.97,0.95,1.72,0.27
0.11,-0.17,0.97,-7.92,0.76,0.34
0.12,-0.2,0.97,-9.47,2.24,-0.66
0.11,-0.21,0.98,-6.48,1.7,-0.85
0.11,-0.2,0.97,-3.7,1.29,-0.85
0.11,-0.2,0.97,-3.94,0.64,-0.39
0.11,-0.19,0.99,-4.76,-0.47,-0.66
0.11,-0.21,0.99,-7.28,3.02,-0.51
0.11,-0.21,0.97,-4.45,3.1,-0.14
0.11,-0.2,0.97,0.81,2.34,0.54
0.11,-0.19,0.96,-0.31,0.55,0.63
0.12,-0.19,0.98,-1.31,-0.79,-0.12
0.12,-0.2,0.97,-3.25,-0.57,-0.83
0.11,-0.21,0.97,-4.21,0.26,-1.03
0.11,-0.21,0.98,-2.73,0.9,-0.94
0.11,-0.21,0.98,-1.19,0.95,-0.37
0.11,-0.2,0.96,0.63,0.58,-0.03
0.11,-0.2,0.97,-0.52,-0.38,-0.16
0.12,-0.2,0.98,-1.45,-0.55,-0.22
0.12,-0.2,1.0,-1.88,0.55,-0.69
0.11,-0.2,1.0,-3.45,0.83,-0.64
0.12,-0.21,0.95,1.87,-0.44,-0.39
0.12,-0.2,0.96,11.72,0.19,0.02
0.11,-0.18,0.97,6.16,-1.08,-0.68
0.11,-0.19,0.97,1.8,-1.07,-0.82
0.12,-0.18,0.96,1.77,0.94,-0.57
0.12,-0.18,0.96,3.47,1.28,-0.32
0.12,-0.17,0.97,0.95,1.38,0.0
0.11,-0.2,0.99,0.19,0.83,-0.15
0.12,-0.19,0.99,2.12,0.95,-0.42
0.12,-0.18,0.97,3.41,0.9,-0.56
0.12,-0.17,0.98,1.77,1.15,-0.14
0.12,-0.19,0.96,3.14,1.67,-0.15
0.11,-0.17,0.98,2.41,1.18,-0.3
0.12,-0.17,0.97,1.11,0.8,-0.47
0.12,-0.16,0.98,1.4,1.25,-0.05
0.11,-0.16,0.97,1.5,1.45,-0.02
0.12,-0.16,0.97,2.6,1.3,-0.12
0.12,-0.16,0.98,1.92,1.21,-0.34
0.12,-0.16,0.98,1.53,1.31,-0.19
0.12,-0.16,0.98,1.92,1.48,-0.32
0.12,-0.16,0.99,2.85,1.39,-0.34
0.12,-0.15,0.98,1.76,1.27,-0.43
0.12,-0.16,0.97,2.08,1.03,-0.07
0.12,-0.15,0.98,2.77,0.97,-0.35
0.12,-0.16,0.98,1.38,0.78,-0.37
0.11,-0.13,1.0,0.9,1.89,-0.46
0.11,-0.15,0.96,0.14,1.65,-0.08
0.11,-0.15,0.97,6.06,2.04,0.02
0.11,-0.15,0.98,2.32,1.07,-0.25
0.12,-0.14,0.99,0.34,0.12,-0.63
0.12,-0.14,0.97,-1.44,1.96,-0.53
0.11,-0.14,0.99,2.69,1.89,-0.15
0.11,-0.13,0.98,2.12,1.71,0.18
0.11,-0.12,0.98,1.47,1.31,0.09
0.11,-0.13,0.98,-1.31,1.6,-0.42
0.11,-0.14,0.97,1.11,1.09,-0.37
0.11,-0.13,0.99,-0.63,2.0,-0.31
0.12,-0.15,0.99,0.5,1.82,-0.52
0.1,-0.14,0.99,3.88,0.92,-0.47
0.11,-0.13,0.97,3.81,1.05,-0.28
0.11,-0.11,0.98,1.37,1.4,-0.06
0.11,-0.12,0.98,0.92,1.62,0.18
0.12,-0.12,0.98,1.76,1.18,-0.02
0.12,-0.11,0.99,-0.11,1.1,-0.24
0.12,-0.12,0.98,0.63,0.92,-0.53
0.11,-0.11,0.99,0.3,0.79,-0.45
0.11,-0.12,0.98,0.84,0.89,-0.52
0.11,-0.11,0.98,-0.04,0.76,-0.23
0.11,-0.11,0.97,0.05,0.56,-0.11
0.11,-0.11,0.97,-0.86,0.37,-0.06
0.11,-0.1,1.01,-2.37,2.17,-0.56
0.13,-0.11,1.0,-10.97,0.5,-0.07
0.12,-0.14,0.97,-0.47,0.95,-0.26
0.11,-0.11,0.99,-1.96,1.0,-0.6
0.11,-0.12,0.99,-2.43,-1.11,-0.89
0.12,-0.12,0.96,-3.86,0.11,-0.82
0.12,-0.11,0.98,-3.25,1.54,-0.22
0.11,-0.11,1.0,-7.85,2.27,0.65
0.12,-0.12,0.98,-8.77,-0.18,0.01
0.12,-0.13,0.99,-6.88,0.02,-0.69
0.12,-0.13,0.98,-8.05,0.35,-0.68
0.11,-0.14,0.98,-4.36,1.69,-0.74
0.12,-0.13,0.98,-4.07,1.45,-0.28
0.11,-0.14,0.97,-3.27,1.59,0.11
0.11,-0.13,0.99,-5.66,0.73,0.01
0.11,-0.13,0.98,-7.53,0.58,-0.08
0.11,-0.14,0.98,-6.47,1.11,0.04
0.12,-0.13,0.98,-5.92,1.4,-0.02
0.12,-0.14,0.99,-6.13,1.19,-0.4
0.12,-0.15,0.98,-6.94,1.04,-0.68
0.12,-0.15,0.98,-5.43,1.19,-0.45
0.12,-0.14,0.99,-6.39,0.81,-0.4
0.12,-0.15,0.98,-8.03,0.68,-0.48
0.12,-0.15,0.98,-5.75,0.34,-0.4
0.12,-0.15,0.98,-5.55,0.17,-0.21
0.11,-0.15,1.0,-6.7,2.1,-0.49
0.12,-0.14,0.99,-11.08,0.1,-0.3
0.12,-0.18,0.96,-5.36,1.27,-0.4
0.12,-0.16,0.97,-0.76,1.15,-0.33
0.11,-0.15,1.0,-6.27,-0.16,-0.67
0.12,-0.17,1.0,-13.7,0.47,-1.02
0.12,-0.18,0.97,-6.84,0.87,-0.63
0.12,-0.15,0.97,-2.85,1.02,-0.4
0.12,-0.16,0.97,-9.48,0.72,-0.34
0.11,-0.18,0.98,-9.16,1.05,-0.33
0.12,-0.19,0.98,-6.56,0.76,-0.3
0.12,-0.17,0.97,-4.37,1.79,-0.64
0.13,-0.17,0.97,-6.4,1.41,-0.31
0.11,-0.19,0.97,-6.48,1.21,-0.08
0.12,-0.19,0.98,-5.79,0.71,-0.36
0.12,-0.18,0.98,-5.16,0.66,-0.47
0.12,-0.19,0.97,-5.98,0.95,-0.35
0.11,-0.19,0.97,-6.21,0.9,-0.2
0.11,-0.19,0.97,-5.41,0.73,-0.37
0.12,-0.2,0.97,-5.79,0.38,-0.34
0.11,-0.2,0.97,-4.61,0.84,-0.36
0.12,-0.2,0.98,-4.93,0.07,-0.3
0.13,-0.19,0.98,-4.6,0.54,-0.02
0.12,-0.2,0.97,-5.21,0.41,0.08
0.12,-0.2,0.96,-3.37,0.63,-0.09
0.13,-0.2,0.98,-4.35,0.04,-0.21
0.12,-0.21,0.98,-5.43,2.29,-1.02
0.12,-0.2,0.98,-6.24,0.5,-0.6
0.13,-0.21,0.96,-3.28,1.47,-0.25
0.13,-0.21,0.96,1.31,1.65,0.12
0.12,-0.2,0.98,-0.79,0.3,-0.04
0.12,-0.2,0.98,-9.76,-0.07,-1.0
0.12,-0.22,0.96,-4.57,0.96,-0.98
0.12,-0.2,0.96,0.76,1.24,-0.32
0.12,-0.19,0.97,-5.57,1.12,0.08
0.12,-0.22,0.99,-6.36,1.5,-0.17
0.11,-0.22,0.97,-3.39,0.15,-0.5
0.12,-0.2,0.97,-1.58,1.26,-0.89
0.12,-0.21,0.96,-3.41,1.16,-0.19
0.11,-0.21,0.97,-2.65,1.46,-0.14
0.11,-0.22,0.97,-2.69,0.89,-0.53
0.13,-0.22,0.97,-2.72,1.03,-0.33
0.12,-0.21,0.97,-2.24,1.44,-0.12
0.12,-0.21,0.97,-1.91,1.42,0.2
0.12,-0.21,0.97,-2.35,0.98,-0.16
0.12,-0.21,0.96,-2.84,0.66,-0.6
0.12,-0.21,0.97,-2.92,1.14,-0.62
0.12,-0.22,0.97,-1.51,1.4,-0.59
0.11,-0.21,0.97,1.02,1.23,-0.56
0.12,-0.21,0.97,-0.41,0.86,-0.4
0.12,-0.21,0.97,-0.02,0.78,-0.34
0.13,-0.21,0.97,0.23,0.46,-0.21
0.12,-0.21,0.98,-0.44,2.5,-0.37
0.13,-0.2,0.98,-2.38,1.18,0.07
0.12,-0.22,0.95,1.66,1.31,-0.08
0.12,-0.21,0.97,3.48,1.34,-0.38
0.13,-0.21,0.99,-1.21,-0.11,-0.84
0.12,-0.21,0.97,-1.66,0.86,-0.89
0.12,-0.21,0.95,4.21,1.79,-0.28
0.12,-0.19,0.97,3.05,1.4,0.12
0.12,-0.2,0.97,-1.66,1.44,0.31
0.12,-0.21,0.98,1.31,1.36,-0.35
0.12,-0.2,0.97,1.06,0.44,-0.54
0.12,-0.2,0.97,4.06,1.32,-0.66
0.12,-0.18,0.97,2.11,1.61,-0.28
0.12,-0.2,0.98,2.0,1.63,-0.25
0.12,-0.2,0.98,2.99,1.39,-0.23
0.12,-0.19,0.98,1.74,0.95,-0.2
0.12,-0.18,0.97,1.32,1.78,0.06
0.12,-0.18,0.97,1.46,1.44,0.06
0.12,-0.18,0.97,1.93,1.34,-0.3
0.13,-0.18,0.97,1.69,1.01,-0.66
0.12,-0.17,0.97,1.03,0.97,-0.79
0.12,-0.18,0.97,1.2,1.25,-0.42
0.11,-0.18,0.98,2.36,1.39,-0.21
0.12,-0.18,0.98,0.7,0.95,-0.23
0.12,-0.18,0.98,1.92,1.0,-0.3
0.12,-0.17,0.96,2.89,0.96,-0.31
0.11,-0.16,1.0,1.16,1.63,-0.19
0.12,-0.17,0.96,-2.14,1.5,-0.03
0.12,-0.17,0.98,3.92,2.35,0.22
0.12,-0.17,0.97,2.99,1.15,-0.34
0.12,-0.16,0.98,1.02,0.4,-0.8
0.12,-0.16,0.97,0.05,2.03,-0.26
0.12,-0.15,0.98,4.48,2.18,-0.14
0.12,-0.14,0.98,1.44,1.6,0.27
0.12,-0.16,0.97,-0.27,1.19,-0.18
0.12,-0.16,0.99,0.53,1.65,-0.63
0.12,-0.15,0.98,-0.31,1.06,-0.31
0.12,-0.16,0.98,0.53,1.92,-0.24
0.11,-0.16,0.96,2.94,1.61,-0.31
0.11,-0.14,0.98,3.54,1.34,-0.32
0.11,-0.15,0.98,0.4,0.73,-0.34
0.12,-0.14,0.99,1.82,1.3,-0.11
0.12,-0.14,0.97,0.27,1.52,0.21
0.12,-0.15,0.99,1.99,1.55,-0.11
0.11,-0.14,0.98,1.93,1.09,-0.44
0.12,-0.14,0.98,0.38,0.98,-0.67
0.12,-0.14,0.97,0.18,0.98,-0.73
0.12,-0.14,0.99,-0.2,0.92,-0.59
0.12,-0.14,0.98,-1.42,0.47,-0.5
0.11,-0.15,0.97,3.61,0.81,-0.1
0.12,-0.13,0.97,4.02,0.92,0.18
0.11,-0.11,1.0,0.18,1.83,-0.63
0.12,-0.12,0.98,-5.89,0.51,-0.33
0.12,-0.14,0.96,3.32,1.21,-0.14
0.11,-0.13,0.97,-0.62,1.34,-0.57
0.11,-0.12,1.0,-2.79,0.3,-0.56
0.13,-0.13,0.97,-7.71,0.78,-0.4
0.12,-0.14,0.99,-2.94,1.5,-0.2
0.12,-0.12,0.98,-0.85,1.85,0.38
0.11,-0.13,0.98,-2.98,0.63,0.17
0.11,-0.13,0.98,-3.6,0.25,-0.59
0.12,-0.13,1.0,-7.21,0.18,-0.35
0.12,-0.14,0.99,-6.81,1.35,-0.7
0.12,-0.14,0.98,-6.18,1.63,-0.27
0.11,-0.15,0.98,-2.66,1.58,-0.35
0.12,-0.14,0.98,-3.28,0.5,-0.37
0.12,-0.14,0.98,-6.46,0.5,-0.09
0.11,-0.14,0.98,-6.36,1.36,0.17
0.12,-0.14,0.98,-4.87,1.37,0.17
0.12,-0.14,0.98,-6.4,0.93,-0.11
0.11,-0.15,0.98,-7.78,0.85,-0.56
0.12,-0.16,0.98,-6.89,0.85,-0.59
0.13,-0.15,0.98,-5.9,0.8,-0.37
0.12,-0.16,0.98,-6.71,0.97,-0.33
0.12,-0.16,0.98,-6.39,0.69,-0.45
0.12,-0.16,0.98,-5.62,0.63,-0.15
0.12,-0.16,0.98,-6.02,1.26,-0.58
0.11,-0.16,1.0,-10.69,0.18,-0.29
0.11,-0.17,0.96,-10.28,0.29,-0.46
0.12,-0.18,0.96,-0.81,1.5,-0.42
0.12,-0.15,0.98,-3.21,0.15,-0.19
0.12,-0.16,0.99,-10.9,0.58,-0.5
0.12,-0.19,0.97,-8.56,1.12,-0.46
0.11,-0.17,0.97,-3.51,0.79,-0.26
0.12,-0.16,0.98,-6.48,0.47,-0.44
0.13,-0.18,0.97,-9.73,0.02,-0.39
0.12,-0.19,0.98,-8.05,1.08,-0.3
0.12,-0.19,0.97,-5.08,0.63,-0.47
0.12,-0.18,0.97,-6.31,1.41,-0.44
0.12,-0.19,0.97,-6.44,-0.09,-0.14
0.11,-0.2,0.99,-4.01,1.08,-0.07
0.12,-0.19,0.98,-4.95,1.4,-0.27
0.12,-0.19,0.96,-4.91,1.1,-0.4
0.12,-0.2,0.98,-4.66,1.29,-0.09
0.12,-0.19,0.97,-4.96,1.03,-0.05
0.12,-0.2,0.98,-5.89,1.08,-0.45
0.12,-0.2,0.97,-5.34,1.16,-0.69
0.12,-0.21,0.97,-4.59,2.74,-0.38
0.12,-0.19,0.97,-6.92,4.97,-0.15
0.11,-0.21,0.97,-6.85,5.53,0.13
0.11,-0.21,0.96,-3.53,4.63,0.21
0.11,-0.21,0.98,-4.02,5.07,-0.11
0.11,-0.21,0.95,-4.47,3.18,-0.26
0.11,-0.2,0.99,-4.63,2.83,-0.07
0.11,-0.21,0.96,-6.66,2.17,0.09
0.1,-0.22,0.96,-0.11,1.87,0.11
0.11,-0.21,0.97,0.11,-0.08,0.0
0.11,-0.2,1.0,-8.46,-1.25,-0.76
0.11,-0.23,0.96,-7.5,-0.8,-1.09
0.11,-0.21,0.95,2.13,-0.05,-0.37
0.12,-0.2,0.98,-2.15,-1.21,0.18
0.12,-0.21,0.98,-6.77,-2.35,-0.32
0.12,-0.22,0.98,-4.51,-2.82,-0.95
0.12,-0.22,0.96,-0.74,-1.82,-1.21
0.12,-0.21,0.96,-1.37,-0.66,-0.88
0.12,-0.23,0.96,-2.88,0.28,-0.4
0.11,-0.22,0.97,-2.23,0.46,-0.35
0.12,-0.23,0.97,-1.32,0.19,-0.53
0.12,-0.22,0.97,-0.29,1.02,-0.14
0.12,-0.21,0.97,-2.45,1.44,-0.21
0.12,-0.22,0.97,-2.1,1.21,-0.05
0.13,-0.22,0.97,-0.65,0.84,-0.47
0.13,-0.2,0.98,-3.28,0.58,-1.0
0.12,-0.22,0.97,-2.35,0.69,-0.59
0.11,-0.22,0.98,-0.4,-0.1,-0.73
0.11,-0.22,0.96,4.08,0.89,-0.48
0.12,-0.21,0.97,6.63,0.91,-0.03
0.12,-0.2,0.97,4.31,0.95,-0.18
0.13,-0.2,0.96,2.66,1.02,-0.05
0.13,-0.21,0.96,4.18,3.01,-0.44
0.12,-0.18,0.97,1.27,0.61,-0.16
0.11,-0.21,0.96,2.08,1.33,-0.16
0.12,-0.2,0.97,5.98,1.95,-0.44
0.12,-0.19,0.98,2.8,0.24,-0.63
0.13,-0.19,0.97,-0.54,1.0,-0.63
0.12,-0.2,0.96,4.08,1.71,-0.15
0.12,-0.17,0.98,3.76,1.69,0.05
0.12,-0.18,0.98,-0.93,1.59,0.08
0.12,-0.19,0.97,2.65,1.55,-0.53
0.11,-0.18,0.98,1.21,0.74,-0.43
0.12,-0.18,0.97,2.69,1.43,-0.55
0.12,-0.18,0.98,1.33,1.71,-0.27
0.11,-0.19,0.97,3.36,1.87,-0.27
0.11,-0.17,0.99,3.47,0.91,-0.2
0.11,-0.17,0.98,2.52,1.31,-0.27
0.12,-0.16,0.98,2.24,1.75,0.21
0.11,-0.16,0.98,3.09,2.05,0.19
0.12,-0.15,0.98,2.1,1.45,-0.16
0.12,-0.16,0.98,0.61,1.34,-0.5
0.12,-0.17,0.98,2.26,1.35,-0.54
0.12,-0.16,0.97,3.73,1.31,-0.45
0.12,-0.15,0.98,3.13,1.21,-0.44
0.12,-0.15,0.98,3.21,1.43,-0.12
0.12,-0.15,0.99,0.92,0.87,-0.18
0.11,-0.16,0.98,1.44,1.24,-0.38
0.11,-0.15,0.97,4.63,1.41,-0.46
0.11,-0.14,1.0,0.66,1.76,-0.38
0.12,-0.15,0.97,-0.03,1.75,-0.11
0.11,-0.15,0.98,4.94,1.58,0.12
0.11,-0.15,0.99,2.24,1.55,-0.34
0.12,-0.14,0.99,1.27,0.95,-0.4
0.12,-0.14,0.96,-0.44,2.37,-0.28
0.12,-0.13,0.98,5.43,3.0,0.02
0.12,-0.11,1.0,3.28,1.92,0.43
0.11,-0.14,0.99,0.96,1.63,0.18
0.12,-0.13,0.98,4.79,2.11,-0.18
0.11,-0.12,0.99,2.53,1.19,-0.46
0.11,-0.13,1.0,0.79,2.73,-0.9
0.11,-0.13,0.97,2.29,2.2,-0.79
0.11,-0.12,0.99,1.89,1.4,-0.75
0.11,-0.13,0.98,0.64,0.83,-0.63
0.11,-0.11,0.99,1.79,0.88,-0.15
0.12,-0.1,0.97,-0.26,0.69,0.16
0.12,-0.11,0.99,0.9,1.25,0.11
0.12,-0.11,0.98,-0.59,1.26,-0.42
0.11,-0.11,0.97,-0.22,1.31,-0.37
0.11,-0.11,0.97,1.14,1.13,-0.33
0.11,-0.1,0.98,-0.31,0.76,-0.58
0.11,-0.1,0.98,-2.81,0.42,-0.62
0.11,-0.11,0.98,-3.07,-0.18,-0.63
0.11,-0.11,0.99,-3.58,0.28,-0.66
0.11,-0.12,0.97,-1.69,0.71,-0.27
0.11,-0.1,1.01,-1.86,1.57,-0.44
0.11,-0.11,0.98,-6.7,0.85,-0.18
0.11,-0.12,0.96,1.37,1.16,0.09
0.11,-0.1,0.97,-3.46,0.51,-0.05
0.12,-0.12,0.97,-1.66,-0.43,-0.47
0.11,-0.12,0.98,-5.85,-0.31,-1.2
0.11,-0.09,1.0,-9.63,0.08,-0.98
0.11,-0.09,0.99,-13.98,-0.69,-0.47
0.12,-0.14,0.99,-13.25,-0.24,-0.27
0.12,-0.16,1.0,-6.76,0.21,-0.5
0.11,-0.12,1.0,-10.73,0.09,-0.56
0.12,-0.13,0.96,-10.24,0.76,-0.48
0.12,-0.14,0.97,-5.98,1.62,0.06
0.12,-0.14,0.98,-7.83,1.64,-0.04
0.11,-0.15,0.99,-10.27,0.85,-0.31
0.12,-0.15,0.99,-8.79,0.37,-0.39
0.12,-0.15,0.98,-7.61,0.65,-0.37
0.13,-0.15,0.98,-7.16,1.47,-0.26
0.11,-0.16,0.97,-6.18,1.15,-0.12
0.13,-0.16,0.98,-6.15,1.18,-0.24
0.11,-0.16,0.98,-6.89,0.51,-0.6
0.12,-0.16,0.98,-7.21,0.27,-0.61
0.11,-0.16,0.98,-9.11,0.27,-0.11
0.12,-0.18,0.98,-9.49,0.93,-0.15
0.13,-0.18,0.97,-6.21,0.63,-0.14
0.12,-0.17,0.98,-5.08,0.43,-0.34
0.12,-0.17,0.99,-6.94,1.95,-0.66
0.11,-0.17,1.0,-9.27,0.58,-0.26
0.12,-0.19,0.95,-7.22,1.31,-0.26
0.12,-0.19,0.96,-2.07,1.73,-0.14
0.12,-0.18,0.99,-3.4,0.25,-0.35
0.12,-0.18,1.0,-12.2,0.66,-1.02
0.13,-0.21,0.98,-8.98,1.16,-0.81
0.12,-0.19,0.97,-2.11,0.94,-0.22
0.12,-0.18,0.98,-4.95,0.92,0.17
0.12,-0.18,0.98,-8.65,0.77,-0.22
0.12,-0.2,0.97,-7.04,0.8,-0.53
0.12,-0.2,0.97,-4.6,0.77,-0.73
0.11,-0.2,0.96,-4.45,1.19,-0.4
0.12,-0.2,0.97,-3.76,1.27,-0.2
0.11,-0.2,0.97,-4.25,1.0,-0.18
0.11,-0.2,0.97,-5.0,0.98,-0.24
0.12,-0.2,0.97,-4.12,1.11,-0.41
0.12,-0.2,0.98,-4.45,1.13,-0.2
0.12,-0.21,0.98,-3.79,1.02,-0.35
0.12,-0.2,0.97,-3.89,1.2,-0.34
0.12,-0.2,0.97,-4.53,0.76,-0.66
0.12,-0.21,0.97,-3.15,1.26,-0.53
0.12,-0.22,0.98,-2.0,0.71,-0.5
0.12,-0.21,0.97,0.73,1.32,-0.38
0.11,-0.21,0.97,1.28,1.15,-0.35
0.12,-0.2,0.97,-0.24,1.18,-0.27
0.11,-0.2,0.97,-1.33,1.08,-0.05
0.12,-0.21,0.97,-0.73,0.94,-0.4
0.12,-0.21,0.97,0.66,0.43,-0.69
0.12,-0.2,0.99,0.95,2.02,-0.5
0.13,-0.19,0.98,-0.88,1.36,0.06
0.12,-0.21,0.97,5.05,1.83,0.26
0.12,-0.2,0.97,4.4,1.41,-0.21
0.12,-0.19,0.99,1.42,0.03,-0.86
0.12,-0.2,0.97,0.08,1.56,-0.56
0.12,-0.19,0.96,5.58,1.66,-0.09
0.12,-0.17,0.98,3.38,1.61,0.12
0.12,-0.19,0.98,0.3,0.98,-0.09
0.12,-0.19,0.98,3.31,1.36,-0.46
0.12,-0.17,0.98,3.4,0.37,-0.31
0.11,-0.16,0.98,3.01,1.42,-0.49
0.11,-0.18,0.96,3.17,2.04,-0.05
0.11,-0.18,0.98,6.08,1.33,-0.31
0.11,-0.17,1.0,1.92,0.21,-0.59
0.11,-0.17,0.98,2.14,0.96,-0.47
0.11,-0.16,0.97,4.18,1.27,0.14
0.11,-0.15,0.97,4.69,1.47,0.02
0.12,-0.16,0.97,4.63,1.56,-0.22
0.12,-0.16,0.98,2.6,1.13,-0.21
0.12,-0.16,0.97,1.74,1.43,-0.56
0.12,-0.15,0.98,3.47,1.61,-0.21
0.12,-0.15,0.98,1.33,1.73,-0.32
0.12,-0.16,0.97,1.82,2.25,-0.23
0.12,-0.15,0.98,4.08,1.51,-0.32
0.12,-0.14,1.0,1.82,0.91,-0.4
0.12,-0.15,0.98,1.76,1.46,-0.13
0.12,-0.14,0.97,2.85,1.09,-0.4
0.11,-0.13,1.0,1.82,1.66,-0.26
0.12,-0.13,0.97,-1.27,1.59,0.02
0.11,-0.14,0.98,3.58,1.67,0.12
0.11,-0.15,0.99,2.02,1.31,-0.46
0.12,-0.14,0.99,0.78,0.37,-0.76
0.12,-0.14,0.97,-0.59,1.59,-0.38
0.11,-0.13,0.99,3.76,6.89,0.19
0.1,-0.11,1.02,-1.51,8.04,0.73
0.11,-0.14,0.97,-1.86,2.79,1.09
0.11,-0.13,0.97,7.02,1.11,-0.15
0.09,-0.1,0.99,1.68,2.91,-0.24
0.1,-0.12,1.0,-2.18,2.4,-0.63
0.03,-0.04,1.0,-3.54,2.07,-0.07
0.02,-0.05,1.0,-1.47,1.84,0.37
0.02,-0.04,1.0,-0.57,2.98,0.58
0.02,-0.04,0.99,-1.79,1.62,0.18
0.03,-0.04,0.98,-2.11,0.48,0.65
-0.02,-0.02,1.03,-8.73,-2.92,1.62
-0.02,-0.07,1.02,-9.71,-4.01,2.21
0.0,-0.05,0.98,0.39,-4.15,2.88
0.04,-0.07,1.0,-3.11,-2.88,3.13
0.07,-0.06,1.0,5.79,-2.84,3.76
0.06,0.01,1.02,8.47,-1.47,3.0
0.07,0.01,0.99,-2.68,-0.05,-0.12
0.07,-0.04,0.99,-0.46,1.24,1.55
0.06,-0.04,0.97,0.9,2.44,1.64
0.06,-0.03,0.99,-0.01,2.9,0.27
0.05,-0.05,0.99,-3.69,1.14,-0.13
0.04,-0.05,0.98,4.63,2.22,0.69
0.03,0.01,1.02,-0.44,2.79,0.84
0.02,-0.03,0.98,-9.11,0.18,-0.26
0.03,-0.05,1.0,2.64,1.15,-0.25
0.04,0.0,1.01,-1.56,2.29,-0.28
0.02,-0.04,0.98,-5.43,4.26,0.6
0.03,-0.03,0.99,-1.13,2.24,2.0
0.03,-0.02,0.99,-4.51,5.11,1.99
0.01,-0.02,0.98,-4.6,2.76,1.15
0.02,-0.02,1.02,-6.76,2.27,1.06
0.05,-0.02,1.02,-8.15,2.25,1.63
0.05,-0.05,0.99,-5.55,5.82,1.37
0.06,-0.01,1.02,-6.44,7.33,0.2
0.07,-0.05,1.01,-9.93,10.9,-0.21
0.03,-0.02,0.99,0.85,10.82,0.47
0.01,0.0,1.0,-13.5,9.74,0.14
0.01,-0.1,0.99,-6.95,8.79,3.68
-0.02,-0.06,0.98,5.32,7.85,6.9
-0.02,-0.04,1.0,-6.72,6.32,6.68
-0.02,-0.08,0.99,-1.18,4.84,5.27
-0.03,-0.06,0.99,-3.6,6.41,5.4
-0.03,-0.05,1.0,-0.69,2.05,5.04
-0.03,-0.05,1.02,-4.05,4.86,3.83
0.0,-0.06,1.01,-4.5,5.41,2.31
0.01,-0.05,0.99,1.92,5.91,2.36
-0.0,-0.02,0.97,2.38,6.19,-0.49
-0.01,-0.02,0.98,-0.89,3.85,-0.93
-0.03,-0.02,0.97,2.02,4.7,1.46
-0.06,-0.02,0.97,-4.97,4.87,1.85
-0.03,-0.07,0.99,-5.92,4.02,2.55
-0.01,-0.05,0.98,-8.38,4.85,2.84
0.01,-0.05,1.02,-7.97,5.75,1.06
-0.01,-0.04,1.02,-9.57,7.13,-1.45
-0.02,-0.08,0.97,-12.51,6.32,-0.66
-0.03,-0.08,0.97,-12.69,4.83,1.52
-0.07,-0.07,1.01,-5.56,1.5,2.11
-0.04,-0.07,1.03,-10.66,3.21,0.38
